begin_time,close_time,status,gender,birth_year,phone_type,stop_point,customer_id
3/23/2024 18:07,3/23/2024 18:10,succeed,F,1984,samsung,account-creation,4124
3/20/2024 14:22,3/20/2024 14:22,pending,,NA,samsung,otp-failed,4124
3/1/2024 20:53,3/1/2024 20:57,succeed,M,1965,Apple,account-creation,4123
3/14/2024 19:51,3/14/2024 19:51,fail,,NA,,contract-agreement-rejected,4122
3/14/2024 19:47,3/14/2024 19:51,succeed,M,1971,Apple,account-creation,4122
2/6/2024 8:20,2/6/2024 8:23,succeed,M,1976,samsung,account-creation,4121
2/6/2024 8:13,2/6/2024 8:15,fail,M,1976,samsung,ocr-failed,4121
2/2/2024 10:12,2/2/2024 10:15,succeed,F,1974,Apple,account-creation,4120
3/1/2024 16:54,3/1/2024 16:56,succeed,F,1993,Apple,account-creation,4119
3/4/2024 9:38,3/4/2024 9:39,pending,M,1990,Apple,ocr-failed,4118
3/4/2024 11:26,3/4/2024 11:28,fail,M,1990,Apple,ocr-failed,4118
3/7/2024 14:58,3/7/2024 14:59,pending,M,1990,Apple,ocr-failed,4118
3/1/2024 10:09,3/1/2024 10:09,pending,,NA,Apple,otp-failed,4118
3/4/2024 8:42,3/4/2024 8:43,pending,M,1990,Apple,ocr-failed,4118
3/11/2024 11:18,3/11/2024 11:18,fail,,NA,,cif-creation-failed,4118
3/11/2024 11:14,3/11/2024 11:18,succeed,M,1990,Apple,account-creation,4118
3/4/2024 8:40,3/4/2024 8:40,pending,,NA,Apple,otp-failed,4118
3/4/2024 8:47,3/4/2024 8:48,pending,M,1990,Apple,ocr-failed,4118
3/4/2024 8:40,3/4/2024 8:41,pending,M,1990,Apple,ocr-failed,4118
3/4/2024 11:24,3/4/2024 11:25,pending,M,1990,Apple,ocr-failed,4118
2/28/2024 15:49,2/28/2024 15:55,succeed,M,1964,Apple,account-creation,4117
3/1/2024 8:21,3/4/2024 15:54,succeed,M,1968,Apple,account-creation,4116
2/28/2024 17:29,2/28/2024 17:34,pending,M,1968,Apple,contract-agreement-rejected,4116
3/1/2024 19:03,3/6/2024 10:44,succeed,F,1970,Apple,account-creation,4115
2/29/2024 19:18,2/29/2024 19:18,pending,,NA,Apple,otp-failed,4115
2/29/2024 14:03,2/29/2024 14:08,succeed,M,1981,samsung,account-creation,4114
2/29/2024 13:54,2/29/2024 13:56,pending,M,1981,samsung,bank-check-failed,4114
2/29/2024 13:59,2/29/2024 13:59,pending,,NA,samsung,data-privacy-rejected,4114
2/29/2024 8:50,2/29/2024 17:53,succeed,M,1975,Apple,account-creation,4113
2/29/2024 8:47,2/29/2024 8:49,pending,M,1975,Apple,bank-check-failed,4113
1/26/2024 13:36,1/26/2024 13:36,pending,,NA,,otp-failed,4113
2/29/2024 13:49,2/29/2024 13:49,pending,,NA,Apple,otp-failed,4112
2/29/2024 13:54,2/29/2024 13:54,pending,,NA,Apple,otp-failed,4112
3/1/2024 8:06,3/1/2024 8:14,succeed,M,1973,Apple,account-creation,4112
2/29/2024 13:52,2/29/2024 13:52,pending,,NA,Apple,data-privacy-rejected,4112
2/29/2024 13:52,2/29/2024 13:52,pending,,NA,Apple,data-privacy-rejected,4112
3/1/2024 9:12,3/1/2024 9:13,pending,,NA,samsung,otp-failed,4111
3/1/2024 14:36,3/1/2024 14:41,succeed,M,1985,samsung,account-creation,4111
3/6/2024 8:42,3/6/2024 8:49,succeed,M,1976,samsung,account-creation,4110
3/5/2024 21:37,3/5/2024 21:37,pending,,NA,samsung,data-privacy-rejected,4110
1/16/2024 16:54,1/16/2024 16:57,succeed,M,1985,,account-creation,4109
1/16/2024 16:52,1/16/2024 16:52,pending,,NA,,otp-failed,4109
3/1/2024 17:44,3/1/2024 17:45,fail,F,1987,samsung,ocr-failed,4108
3/1/2024 17:43,3/1/2024 17:44,fail,F,1987,samsung,ocr-failed,4108
3/1/2024 17:46,3/1/2024 17:49,succeed,F,1987,samsung,account-creation,4108
3/1/2024 17:38,3/1/2024 17:43,succeed,M,1965,Apple,account-creation,4107
1/29/2024 9:16,1/29/2024 9:17,succeed,F,2001,,account-creation,4106
1/29/2024 9:11,1/29/2024 9:11,pending,,NA,,otp-failed,4106
1/29/2024 9:15,1/29/2024 9:15,pending,,NA,,otp-failed,4106
3/1/2024 8:46,3/4/2024 15:17,succeed,F,1984,Apple,account-creation,4105
3/4/2024 16:31,3/4/2024 16:33,fail,M,1988,Apple,ocr-failed,4104
3/4/2024 16:33,3/4/2024 16:34,fail,M,1988,Apple,ocr-failed,4104
3/4/2024 8:45,3/4/2024 8:45,pending,,NA,Apple,otp-failed,4104
3/4/2024 16:59,3/4/2024 16:59,fail,,NA,,cif-creation-failed,4104
3/4/2024 16:57,3/4/2024 16:59,succeed,M,1988,Apple,account-creation,4104
2/1/2024 16:10,2/1/2024 16:10,fail,,NA,,contract-agreement-rejected,4103
2/1/2024 16:08,2/1/2024 16:10,succeed,M,1987,,account-creation,4103
1/27/2024 23:43,1/27/2024 23:44,pending,,NA,,otp-failed,4103
3/1/2024 15:23,3/1/2024 15:25,succeed,M,1991,Apple,account-creation,4102
2/29/2024 13:50,2/29/2024 13:51,pending,M,1991,Apple,bank-check-failed,4102
2/29/2024 13:49,2/29/2024 13:49,pending,,NA,Apple,otp-failed,4102
3/14/2024 14:49,3/14/2024 14:49,fail,,NA,,contract-agreement-rejected,4101
3/14/2024 14:46,3/14/2024 14:49,succeed,M,1986,Apple,account-creation,4101
3/14/2024 15:49,3/14/2024 18:38,succeed,F,1981,,account-creation,4100
3/1/2024 11:53,3/4/2024 17:40,fail,F,1981,Apple,contract-agreement-rejected,4100
3/14/2024 15:43,3/14/2024 15:48,pending,F,1981,Apple,otp-failed,4100
3/6/2024 11:38,3/6/2024 11:38,fail,,NA,,contract-agreement-rejected,4100
3/6/2024 11:34,3/8/2024 10:32,fail,F,1981,Apple,selfie-failed,4100
1/29/2024 10:05,1/29/2024 10:06,succeed,M,1992,,account-creation,4099
1/29/2024 10:03,1/29/2024 10:03,fail,M,1992,,ocr-failed,4099
1/29/2024 10:02,1/29/2024 10:04,pending,M,1992,,otp-failed,4099
3/3/2024 22:01,3/3/2024 22:07,succeed,F,1984,Apple,account-creation,4098
3/1/2024 14:42,3/1/2024 14:45,fail,F,1984,Apple,ocr-failed,4098
3/11/2024 8:19,3/11/2024 8:19,fail,,NA,,contract-agreement-rejected,4097
3/11/2024 8:17,3/11/2024 8:19,succeed,M,1992,Apple,account-creation,4097
3/14/2024 14:38,3/14/2024 14:38,fail,,NA,,cif-creation-failed,4096
3/14/2024 14:35,3/14/2024 14:38,succeed,M,1971,Apple,account-creation,4096
3/14/2024 13:34,3/14/2024 14:33,fail,,1971,Apple,ocr-failed,4096
3/14/2024 14:33,3/14/2024 14:34,fail,M,1971,Apple,ocr-failed,4096
3/7/2024 21:22,3/7/2024 21:25,fail,M,1971,Apple,ocr-failed,4096
2/29/2024 14:21,2/29/2024 14:23,fail,M,1974,Apple,ocr-failed,4096
2/29/2024 14:30,2/29/2024 14:30,pending,,NA,Apple,otp-failed,4096
2/29/2024 15:34,2/29/2024 15:36,fail,,1971,Apple,ocr-failed,4096
2/29/2024 14:24,2/29/2024 14:26,fail,,1991,Apple,ocr-failed,4096
3/7/2024 21:25,3/7/2024 21:27,fail,,1971,Apple,ocr-failed,4096
2/29/2024 22:05,3/4/2024 15:20,fail,M,1971,Apple,contract-agreement-rejected,4096
2/2/2024 9:13,2/2/2024 9:16,succeed,M,1983,samsung,account-creation,4095
2/2/2024 8:35,2/2/2024 8:37,pending,M,1983,samsung,bank-check-failed,4095
2/2/2024 8:30,2/2/2024 8:30,pending,,NA,samsung,otp-failed,4095
3/1/2024 22:03,3/1/2024 22:06,succeed,M,1987,Apple,account-creation,4094
3/1/2024 15:08,3/1/2024 15:09,pending,,NA,Apple,otp-failed,4094
1/31/2024 9:10,1/31/2024 9:11,pending,,NA,,otp-failed,4094
2/2/2024 14:42,2/2/2024 14:43,pending,M,1993,Apple,bank-check-failed,4093
2/2/2024 14:45,2/2/2024 14:47,succeed,M,1993,Apple,account-creation,4093
2/2/2024 18:41,2/5/2024 10:54,succeed,M,1994,Apple,account-creation,4092
3/6/2024 14:49,3/6/2024 14:49,fail,,NA,,contract-agreement-rejected,4091
3/6/2024 14:46,3/6/2024 14:49,succeed,M,1992,Apple,account-creation,4091
2/28/2024 15:50,2/28/2024 15:56,succeed,M,1967,samsung,account-creation,4090
2/28/2024 15:47,2/28/2024 15:48,pending,,NA,samsung,otp-failed,4090
2/29/2024 19:36,3/4/2024 14:11,succeed,M,1973,Apple,account-creation,4089
2/1/2024 14:59,2/1/2024 15:03,succeed,M,1981,Xiaomi,account-creation,4088
2/29/2024 22:14,2/29/2024 22:18,succeed,F,1989,Apple,account-creation,4087
2/29/2024 21:05,2/29/2024 21:05,pending,,NA,Apple,otp-failed,4087
3/6/2024 9:22,3/6/2024 9:22,fail,,NA,,contract-agreement-rejected,4086
3/6/2024 9:17,3/6/2024 9:22,succeed,M,1972,samsung,account-creation,4086
3/1/2024 8:51,3/1/2024 9:01,succeed,F,1976,Apple,account-creation,4085
2/2/2024 22:36,2/2/2024 22:42,succeed,F,1988,Apple,account-creation,4084
2/2/2024 17:46,2/2/2024 17:46,pending,,NA,Apple,otp-failed,4084
3/1/2024 15:40,3/1/2024 15:41,fail,M,1988,OPPO,ocr-failed,4083
3/1/2024 15:44,3/1/2024 15:46,fail,,NA,OPPO,ocr-failed,4083
3/1/2024 15:37,3/1/2024 15:39,fail,M,1988,OPPO,ocr-failed,4083
3/4/2024 15:14,3/4/2024 15:19,succeed,M,1988,OPPO,account-creation,4083
3/24/2024 10:35,3/24/2024 10:37,pending,M,1995,Apple,ocr-failed,4082
3/24/2024 10:41,3/24/2024 10:42,pending,,NA,Apple,ocr-failed,4082
3/14/2024 9:02,3/14/2024 9:02,pending,,NA,Apple,otp-failed,4082
2/1/2024 16:17,2/1/2024 16:19,fail,M,1995,Apple,ocr-failed,4082
3/14/2024 13:33,3/14/2024 13:33,pending,,NA,Apple,otp-failed,4082
3/24/2024 10:33,3/24/2024 10:35,pending,M,1995,Apple,ocr-failed,4082
3/24/2024 10:43,3/24/2024 10:46,succeed,M,1995,Apple,account-creation,4082
2/29/2024 13:44,2/29/2024 13:46,fail,,NA,Apple,ocr-failed,4081
2/29/2024 20:23,2/29/2024 20:26,succeed,F,1977,Apple,account-creation,4081
3/1/2024 8:53,3/1/2024 8:53,pending,,NA,samsung,data-privacy-rejected,4080
3/1/2024 8:54,3/1/2024 8:54,pending,,NA,samsung,data-privacy-rejected,4080
3/5/2024 23:28,3/5/2024 23:28,pending,,NA,Apple,otp-failed,4079
3/5/2024 23:29,3/5/2024 23:29,pending,,NA,Apple,data-privacy-rejected,4079
3/6/2024 14:10,3/6/2024 14:10,fail,,NA,,contract-agreement-rejected,4079
3/6/2024 14:07,3/6/2024 14:10,succeed,M,1993,Apple,account-creation,4079
3/3/2024 21:20,3/3/2024 21:33,succeed,M,1975,Apple,account-creation,4078
3/8/2024 11:51,3/8/2024 11:51,fail,,NA,,contract-agreement-rejected,4077
3/8/2024 11:49,3/8/2024 11:51,succeed,M,1990,vsmart,account-creation,4077
3/8/2024 14:41,3/8/2024 14:41,pending,,NA,Apple,data-privacy-rejected,4076
2/29/2024 13:55,2/29/2024 13:56,pending,F,1992,Apple,ocr-failed,4075
3/1/2024 14:33,3/1/2024 14:36,succeed,F,1992,Apple,account-creation,4075
3/3/2024 16:06,3/3/2024 16:09,succeed,M,1986,HUAWEI,account-creation,4074
2/6/2024 8:38,2/6/2024 11:41,succeed,F,1994,,account-creation,4073
2/6/2024 8:33,2/6/2024 8:35,pending,F,1994,Apple,bank-check-failed,4073
2/6/2024 8:36,2/6/2024 8:37,fail,F,1994,Apple,otp-failed,4073
3/15/2024 8:33,3/15/2024 8:33,fail,,NA,,contract-agreement-rejected,4072
3/15/2024 8:28,3/21/2024 14:48,succeed,M,1987,xiaomi,account-creation,4072
1/30/2024 17:09,1/30/2024 17:12,succeed,F,1981,,account-creation,4071
1/30/2024 17:08,1/30/2024 17:08,pending,,NA,,otp-failed,4071
2/2/2024 10:59,2/2/2024 11:02,succeed,F,1989,Apple,account-creation,4070
3/2/2024 10:03,3/2/2024 10:07,succeed,M,1968,Apple,account-creation,4069
2/29/2024 16:42,3/4/2024 11:37,succeed,F,1993,Apple,account-creation,4068
2/29/2024 16:36,2/29/2024 16:37,fail,F,1993,Apple,ocr-failed,4068
2/29/2024 14:35,2/29/2024 14:36,pending,,NA,Apple,otp-failed,4068
3/13/2024 18:39,3/13/2024 18:40,pending,F,1989,Apple,ocr-failed,4067
3/13/2024 18:37,3/13/2024 18:38,pending,F,1989,Apple,ocr-failed,4067
3/13/2024 18:42,3/13/2024 18:43,pending,F,1989,Apple,ocr-failed,4067
3/14/2024 14:25,3/14/2024 14:25,fail,,NA,,contract-agreement-rejected,4067
3/14/2024 14:42,3/14/2024 14:42,fail,,NA,,bank-check-failed,4067
3/14/2024 14:20,3/14/2024 16:43,succeed,F,1989,Apple,account-creation,4067
3/3/2024 20:54,3/3/2024 20:54,pending,,NA,Apple,data-privacy-rejected,4066
3/4/2024 18:19,3/4/2024 18:19,pending,,NA,Apple,data-privacy-rejected,4066
3/3/2024 20:54,3/3/2024 20:54,pending,,NA,Apple,data-privacy-rejected,4066
3/5/2024 8:24,3/5/2024 8:24,pending,,NA,Apple,data-privacy-rejected,4066
2/28/2024 18:15,2/28/2024 18:15,pending,,NA,Apple,data-privacy-rejected,4065
2/28/2024 18:15,2/28/2024 18:15,pending,,NA,Apple,data-privacy-rejected,4065
2/28/2024 18:18,2/28/2024 18:19,pending,M,1974,Apple,bank-check-failed,4065
2/28/2024 18:12,2/28/2024 18:12,pending,,NA,Apple,otp-failed,4065
2/28/2024 18:24,3/6/2024 10:54,succeed,M,1974,Apple,account-creation,4065
3/1/2024 8:02,3/1/2024 8:04,succeed,M,1982,Apple,account-creation,4064
3/14/2024 14:57,3/14/2024 14:57,fail,,NA,,cif-creation-failed,4063
3/14/2024 14:54,3/14/2024 14:58,succeed,M,1983,Apple,account-creation,4063
2/1/2024 19:25,2/1/2024 19:25,pending,,NA,Apple,otp-failed,4063
3/1/2024 19:24,3/1/2024 19:28,pending,M,1973,samsung,selfie-failed,4062
3/1/2024 19:29,3/1/2024 19:31,succeed,M,1973,samsung,account-creation,4062
2/3/2024 9:54,2/3/2024 10:00,succeed,M,1966,Apple,account-creation,4061
3/2/2024 16:06,3/2/2024 16:11,fail,F,1982,Apple,selfie-failed,4060
2/2/2024 17:20,2/2/2024 17:20,pending,,NA,Apple,otp-failed,4059
2/29/2024 8:48,2/29/2024 8:48,pending,,NA,Apple,otp-failed,4059
2/29/2024 8:49,2/29/2024 8:53,succeed,F,1967,Apple,account-creation,4059
2/28/2024 16:09,3/2/2024 18:02,succeed,M,1974,Apple,account-creation,4058
2/28/2024 15:59,2/28/2024 15:59,pending,,NA,Apple,otp-failed,4058
2/6/2024 15:18,2/6/2024 15:24,succeed,F,1980,Apple,account-creation,4057
1/27/2024 8:35,1/27/2024 8:37,succeed,M,1967,,account-creation,4056
1/27/2024 8:34,1/27/2024 8:34,pending,,NA,,otp-failed,4056
2/1/2024 21:10,2/2/2024 16:17,succeed,M,1978,Apple,account-creation,4055
1/30/2024 9:55,1/30/2024 9:56,pending,,NA,,otp-failed,4055
2/28/2024 17:21,2/29/2024 12:23,succeed,F,1981,samsung,account-creation,4054
2/28/2024 17:16,2/28/2024 17:19,pending,F,1981,samsung,bank-check-failed,4054
2/2/2024 19:48,2/2/2024 19:50,succeed,F,1977,Apple,account-creation,4053
1/30/2024 17:10,1/30/2024 17:10,pending,,NA,,otp-failed,4053
3/1/2024 11:52,3/1/2024 11:54,succeed,M,1971,Apple,account-creation,4052
2/28/2024 19:12,2/28/2024 19:16,succeed,F,2001,Apple,account-creation,4051
2/28/2024 19:11,2/28/2024 19:11,pending,,NA,Apple,data-privacy-rejected,4051
2/28/2024 19:11,2/28/2024 19:11,pending,,NA,Apple,data-privacy-rejected,4051
3/19/2024 8:45,3/19/2024 8:48,fail,,NA,,contract-agreement-rejected,4050
3/19/2024 9:26,3/19/2024 9:26,fail,,NA,,aml-check-failed,4050
3/19/2024 8:44,3/19/2024 9:31,succeed,F,1986,samsung,account-creation,4050
3/1/2024 13:32,3/1/2024 13:33,pending,M,1999,Apple,ocr-failed,4049
2/29/2024 19:49,2/29/2024 19:49,pending,M,1999,Apple,ocr-failed,4049
2/21/2024 21:08,2/21/2024 21:08,pending,,NA,Apple,otp-failed,4049
2/29/2024 19:51,2/29/2024 19:52,pending,M,1999,Apple,ocr-failed,4049
2/7/2024 15:22,2/7/2024 15:23,pending,,NA,Apple,otp-failed,4049
3/1/2024 13:29,3/1/2024 13:29,pending,M,1999,Apple,ocr-failed,4049
3/2/2024 7:40,3/2/2024 7:41,pending,M,1999,Apple,ocr-failed,4049
3/4/2024 9:26,3/4/2024 9:28,succeed,M,1999,Apple,account-creation,4049
3/24/2024 23:36,3/24/2024 23:40,fail,,NA,,contract-agreement-rejected,4048
3/24/2024 23:35,3/25/2024 10:18,fail,M,1996,Apple,selfie-failed,4048
2/29/2024 13:44,2/29/2024 13:44,pending,,NA,Apple,otp-failed,4048
3/1/2024 18:04,3/1/2024 18:06,succeed,F,1992,Apple,account-creation,4047
3/1/2024 9:42,3/1/2024 9:44,pending,F,1992,Apple,ocr-failed,4047
3/1/2024 9:44,3/1/2024 9:46,pending,F,1992,Apple,ocr-failed,4047
3/2/2024 7:57,3/2/2024 7:59,pending,M,1975,Apple,ocr-failed,4046
3/21/2024 15:00,3/21/2024 15:02,pending,,1975,Apple,ocr-failed,4046
3/4/2024 11:34,3/4/2024 11:36,pending,M,1975,Apple,ocr-failed,4046
3/2/2024 1:28,3/2/2024 1:30,pending,M,1975,Apple,ocr-failed,4046
3/2/2024 18:12,3/2/2024 18:13,pending,M,1975,Apple,ocr-failed,4046
3/13/2024 15:11,3/13/2024 15:12,pending,M,1998,Apple,ocr-failed,4045
3/13/2024 15:13,3/13/2024 15:15,pending,M,1998,Apple,bank-check-failed,4045
3/17/2024 15:13,3/17/2024 15:14,fail,,NA,,contract-agreement-rejected,4045
3/17/2024 15:11,3/17/2024 15:14,succeed,M,1998,Apple,account-creation,4045
3/13/2024 15:16,3/13/2024 15:17,pending,M,1998,Apple,bank-check-failed,4045
2/29/2024 11:33,2/29/2024 11:37,succeed,M,1984,samsung,account-creation,4044
3/1/2024 9:38,3/1/2024 9:45,succeed,F,1995,Apple,account-creation,4043
3/1/2024 9:13,3/1/2024 9:18,succeed,F,1986,Apple,account-creation,4042
3/1/2024 13:49,3/1/2024 13:49,pending,,NA,Apple,data-privacy-rejected,4041
3/25/2024 9:04,3/25/2024 9:11,pending,F,1988,samsung,ocr-failed,4040
3/25/2024 8:45,3/25/2024 8:45,pending,,NA,samsung,otp-failed,4040
3/4/2024 10:41,3/4/2024 10:41,fail,,NA,samsung,data-privacy-rejected,4039
3/4/2024 10:41,3/4/2024 10:42,fail,M,1983,samsung,otp-failed,4039
3/4/2024 10:42,3/4/2024 10:42,fail,M,1983,,ocr-failed,4039
3/14/2024 14:27,3/14/2024 14:27,fail,M,1983,,ocr-failed,4039
3/4/2024 10:40,3/4/2024 10:40,fail,,NA,samsung,data-privacy-rejected,4039
3/4/2024 10:40,3/4/2024 10:40,fail,M,1983,samsung,otp-failed,4039
3/4/2024 10:35,3/4/2024 10:39,pending,M,1983,samsung,otp-failed,4039
3/14/2024 14:28,3/14/2024 14:29,pending,M,1983,OPPO,otp-failed,4039
3/13/2024 16:49,3/13/2024 16:49,fail,,NA,samsung,data-privacy-rejected,4039
3/13/2024 16:47,3/13/2024 16:49,fail,M,1983,samsung,otp-failed,4039
3/13/2024 16:41,3/13/2024 16:43,pending,M,1983,samsung,otp-failed,4039
3/14/2024 14:30,3/14/2024 14:30,pending,M,1983,,ocr-failed,4039
3/14/2024 14:26,3/14/2024 14:26,fail,,NA,samsung,data-privacy-rejected,4039
3/13/2024 16:49,3/14/2024 14:26,fail,M,1983,samsung,otp-failed,4039
3/13/2024 16:47,3/13/2024 16:47,fail,,NA,samsung,data-privacy-rejected,4039
3/13/2024 16:44,3/13/2024 16:47,fail,M,1983,samsung,otp-failed,4039
3/4/2024 14:11,3/4/2024 14:11,fail,,NA,,contract-agreement-rejected,4038
3/4/2024 14:05,3/4/2024 14:11,succeed,M,1977,Apple,account-creation,4038
3/4/2024 12:18,3/4/2024 12:18,fail,M,1977,Apple,ocr-failed,4038
3/4/2024 11:32,3/4/2024 11:32,pending,,NA,vsmart,data-privacy-rejected,4038
3/4/2024 11:36,3/4/2024 11:36,pending,,NA,vsmart,otp-failed,4038
3/4/2024 14:03,3/4/2024 14:04,fail,M,1977,Apple,ocr-failed,4038
3/4/2024 12:16,3/4/2024 12:16,pending,,NA,Apple,otp-failed,4038
3/4/2024 12:04,3/4/2024 12:11,fail,M,1977,Apple,ocr-failed,4038
3/4/2024 12:12,3/4/2024 12:13,fail,M,1977,Apple,ocr-failed,4038
3/3/2024 14:23,3/3/2024 14:27,succeed,F,1982,Apple,account-creation,4037
3/1/2024 21:05,3/1/2024 21:05,pending,,NA,Apple,otp-failed,4037
3/1/2024 10:22,3/1/2024 10:26,succeed,F,1983,samsung,account-creation,4036
3/6/2024 22:58,3/6/2024 22:58,fail,,NA,,contract-agreement-rejected,4035
3/7/2024 13:55,3/7/2024 13:55,fail,,NA,,bank-check-failed,4035
3/6/2024 22:52,3/7/2024 19:10,succeed,F,1997,Apple,account-creation,4035
3/1/2024 10:19,3/1/2024 10:27,succeed,F,1986,Apple,account-creation,4034
3/20/2024 20:43,3/20/2024 20:45,fail,,NA,,contract-agreement-rejected,4033
3/20/2024 20:42,3/20/2024 20:45,succeed,F,1992,Apple,account-creation,4033
3/1/2024 15:30,3/1/2024 15:30,pending,,NA,Apple,data-privacy-rejected,4032
2/29/2024 20:30,2/29/2024 20:31,fail,M,1987,Apple,ocr-failed,4031
2/29/2024 20:31,2/29/2024 20:34,succeed,F,1987,Apple,account-creation,4031
2/29/2024 9:50,2/29/2024 9:50,pending,,NA,Apple,otp-failed,4031
2/29/2024 19:24,2/29/2024 19:26,succeed,M,1992,Apple,account-creation,4030
1/29/2024 18:13,1/29/2024 18:15,succeed,M,1988,,account-creation,4029
1/29/2024 18:13,1/29/2024 18:13,pending,,NA,,otp-failed,4029
1/29/2024 18:11,1/29/2024 18:11,pending,,NA,,otp-failed,4029
2/1/2024 19:38,2/2/2024 14:36,succeed,M,1999,Apple,account-creation,4028
1/27/2024 9:29,1/27/2024 9:29,pending,,NA,,data-privacy-rejected,4028
3/4/2024 16:52,3/4/2024 16:54,succeed,M,1984,Apple,account-creation,4027
2/1/2024 21:09,2/1/2024 21:10,fail,,NA,,ocr-failed,4026
1/29/2024 16:52,1/29/2024 16:52,pending,,NA,,otp-failed,4026
3/4/2024 15:03,3/4/2024 15:09,fail,F,1985,Apple,ocr-failed,4025
3/4/2024 15:10,3/4/2024 15:12,fail,F,1985,Apple,ocr-failed,4025
3/4/2024 0:07,3/4/2024 0:07,pending,,NA,Apple,otp-failed,4025
3/4/2024 15:09,3/4/2024 15:10,fail,F,1985,Apple,ocr-failed,4025
3/4/2024 15:12,3/4/2024 15:14,fail,F,1985,Apple,ocr-failed,4025
3/4/2024 15:14,3/4/2024 15:15,fail,F,1985,Apple,ocr-failed,4025
3/4/2024 18:34,3/4/2024 18:37,succeed,F,1985,Apple,account-creation,4025
3/4/2024 9:38,3/4/2024 9:39,pending,,NA,samsung,otp-failed,4024
3/5/2024 8:58,3/5/2024 8:58,fail,,NA,,contract-agreement-rejected,4024
3/5/2024 8:55,3/5/2024 8:58,succeed,M,1982,samsung,account-creation,4024
2/29/2024 13:44,2/29/2024 13:44,pending,,NA,Apple,otp-failed,4023
2/29/2024 13:45,2/29/2024 13:46,pending,F,1984,Apple,ocr-failed,4023
2/29/2024 13:46,2/29/2024 13:49,succeed,F,1984,Apple,account-creation,4023
3/1/2024 14:46,3/5/2024 17:16,succeed,M,1990,samsung,account-creation,4022
3/1/2024 14:42,3/1/2024 14:45,pending,M,1990,samsung,ocr-failed,4022
2/28/2024 15:33,2/28/2024 15:33,pending,,NA,Apple,otp-failed,4021
2/28/2024 15:34,2/28/2024 15:37,succeed,M,1984,Apple,account-creation,4021
3/4/2024 9:18,3/5/2024 12:52,succeed,M,2001,samsung,account-creation,4020
3/3/2024 13:08,3/3/2024 13:11,succeed,F,1985,Apple,account-creation,4019
2/29/2024 19:32,2/29/2024 19:32,pending,,NA,Apple,otp-failed,4019
3/6/2024 11:51,3/6/2024 11:51,fail,,NA,,cif-creation-failed,4018
3/6/2024 11:49,3/6/2024 11:52,succeed,M,1979,samsung,account-creation,4018
3/4/2024 9:47,3/4/2024 9:52,succeed,F,1982,Apple,account-creation,4017
1/30/2024 17:17,1/30/2024 17:20,succeed,M,1975,,account-creation,4016
1/30/2024 17:16,1/30/2024 17:16,pending,,NA,,otp-failed,4016
2/29/2024 13:52,3/1/2024 16:39,succeed,M,1992,Apple,account-creation,4015
2/29/2024 13:50,2/29/2024 13:51,pending,M,1992,Apple,ocr-failed,4015
3/15/2024 9:57,3/15/2024 9:58,fail,,NA,Apple,otp-failed,4014
3/14/2024 14:22,3/14/2024 14:24,fail,,NA,Apple,otp-failed,4014
3/15/2024 9:54,3/15/2024 9:56,fail,,NA,Apple,otp-failed,4014
3/14/2024 14:25,3/14/2024 14:26,fail,,NA,Apple,otp-failed,4014
3/18/2024 10:07,3/18/2024 10:10,fail,,NA,,cif-creation-failed,4014
3/18/2024 10:19,3/18/2024 10:19,fail,,NA,,aml-check-failed,4014
3/18/2024 10:06,3/18/2024 11:48,succeed,M,1962,Apple,account-creation,4014
3/2/2024 22:43,3/2/2024 22:44,pending,F,1984,Apple,ocr-failed,4013
3/3/2024 14:08,3/3/2024 14:08,pending,F,1984,Apple,ocr-failed,4013
3/4/2024 8:31,3/4/2024 8:31,pending,,NA,Apple,data-privacy-rejected,4013
3/8/2024 16:57,3/8/2024 16:57,pending,,NA,Apple,data-privacy-rejected,4013
3/4/2024 8:31,3/4/2024 8:31,pending,,NA,Apple,phone-failed,4013
3/8/2024 9:57,3/8/2024 9:57,pending,,NA,Apple,data-privacy-rejected,4013
3/2/2024 22:40,3/2/2024 22:41,pending,F,1984,Apple,ocr-failed,4013
3/2/2024 22:34,3/2/2024 22:35,pending,F,1984,Apple,ocr-failed,4013
3/8/2024 9:57,3/8/2024 16:57,pending,F,1984,Apple,ocr-failed,4013
3/2/2024 22:39,3/2/2024 22:40,pending,F,1984,Apple,ocr-failed,4013
3/3/2024 15:34,3/3/2024 15:35,pending,F,1984,Apple,ocr-failed,4013
3/4/2024 8:31,3/4/2024 8:31,pending,,NA,Apple,data-privacy-rejected,4013
3/2/2024 22:37,3/2/2024 22:38,pending,F,1984,Apple,ocr-failed,4013
3/2/2024 22:38,3/2/2024 22:38,pending,,NA,Apple,data-privacy-rejected,4013
3/4/2024 8:24,3/4/2024 8:24,pending,F,1984,Apple,ocr-failed,4013
3/8/2024 9:57,3/8/2024 9:57,pending,,NA,Apple,data-privacy-rejected,4013
3/8/2024 9:57,3/8/2024 9:57,pending,,NA,Apple,data-privacy-rejected,4013
3/3/2024 14:08,3/3/2024 14:08,pending,,NA,Apple,data-privacy-rejected,4013
3/4/2024 8:31,3/4/2024 8:31,pending,,NA,Apple,data-privacy-rejected,4013
3/8/2024 16:57,3/8/2024 16:57,pending,,NA,Apple,data-privacy-rejected,4013
3/4/2024 8:45,3/4/2024 8:45,pending,,NA,Apple,phone-failed,4013
